cilindro,medidacorte,cortepassanteace,cortepassante,medidardacedb,medidaCRDacedb,infoRebaixoComp,infoRebaixoDiam,medidaRD,medidaCRD,medidaRT,medidartaced,medidaRTpassante,medidaRD_MI,medidaCRDMI,medidaRT_MI,imghasteaced,imagemdahaste,medidarebaixo,medidacomprimento,rebaixobocadechave,diamrebbocadechave,rebaixotraseira,rebaixooring,distanciaoring,diametrohaste,imgpassante,materiaprima,embolo,medidaRD_CCB,medidaRT_CCB,medidacortetubo,cortetuboccmbpassante,rosca,imagemdotubo,materiaprimatubo,diametroguia,materiaprimaguia,medidaguia,roscaguia,imagemguia,diametrotirante,materiaprimatirante,medidatirante,roscatirante,roscatiranteb,imagemtirante,rebaixoDianteiraCCMB,rebaixoTraseiraCCMB,furacao,imgAlimentacao,c,diametroc,a,diametroae,b,ctraseira,diametroctraseira,atraseira,diametroaetraseira,btraseira,roscaalimentacao,comprimentoalimentacao,diametrorebaixo,comprimentorebaixo,diamx,compx,diamz,distz,compz
MSI12SU,67mm,,,,,,,M6x1 X ,16mm,"M3x0,5 X 10mm",,,M6x1 X 16mm,,"M3x0,5 X 10mm",img/novaMiMF.png,img/novaMiMF.png,"0,5mm",4mm,,,"Ø4,5 X 10mm",,,Ø6,img/csm10-16.png,HASTE-06-I,,,,24mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI16SCA,"81,5mm",,,,,,,M6x1 X ,16mm,"M5x0,8 X 12mm",,,M6x1 X 16mm,,"M5x0,8 X 12mm",img/novaMiMF.png,img/mi16-20.png,"0,5mm",4mm,,,Ø5 X 21mm,,,Ø6,img/csm10-16.png,HASTE-06-I,,,,28mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI16SU,"81,5mm",,,,,,,M6x1 X ,16mm,"M5x0,8 X 12mm",,,M6x1 X 16mm,,"M5x0,8 X 12mm",img/novaMiMF.png,img/mi16-20.png,"0,5mm",4mm,,,Ø5 X 21mm,,,Ø6,img/csm10-16.png,HASTE-06-I,,,,28mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI20SCAG,"89,5mm",,,,,,,"M8x1,25 X ",20mm,"M5x0,8 X 10mm",,,"M8x1,25 X 20mm",,"M5x0,8 X 10mm",img/novaMiMF.png,img/mi16-20.png,1mm,4mm,,,"Ø6 X 19,50mm",,,Ø8,img/csm10-16.png,HASTE-08-I,,,,29mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI20SUG,"89,5mm",,,,,,,"M8x1,25 X ",20mm,"M5x0,8 X 10mm",,,"M8x1,25 X 20mm",,"M5x0,8 X 10mm",img/novaMiMF.png,img/mi16-20.png,1mm,4mm,,,"Ø6 X 19,50mm",,,Ø8,img/csm10-16.png,HASTE-08-I,,,,29mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI25SCAG,98mm,,,,,,,"M10x1,25 X ",22mm,M6x1 X 12mm,,,"M10x1,25 X 22mm",,M6x1 X 10mm,img/novaMiMF.png,img/mi16-25.png,1mm,5mm,,,"Ø7,9 X 22,50mm","Ø4,8 X 2mm",16mm,Ø10,img/csm10-16.png,HASTE-10-I,,,,"28,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI25SUG,98mm,,,,,,,"M10x1,25 X ",22mm,M6x1 X 12mm,,,"M10x1,25 X 22mm",,M6x1 X 10mm,img/novaMiMF.png,img/mi16-25.png,1mm,5mm,,,"Ø7,9 X 22,50mm","Ø4,8 X 2mm",16mm,Ø10,img/csm10-16.png,HASTE-10-I,,,,"28,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTI12SCA,67mm,,,,,,,M6x1 X ,16mm,"M3x0,5 X 10mm",,,M6x1 X 16mm,,"M3x0,5 X 10mm",img/novaMiMF.png,img/novaMiMF.png,"0,5mm",4mm,,,"Ø4,5 X 10mm",,,Ø6,img/csm10-16.png,HASTE-06-I,,,,24mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTI12SU,67mm,,,,,,,M6x1 X ,16mm,"M3x0,5 X 10mm",,,M6x1 X 16mm,,"M3x0,5 X 10mm",img/novaMiMF.png,img/novaMiMF.png,"0,5mm",4mm,,,"Ø4,5 X 10mm",,,Ø6,img/csm10-16.png,HASTE-06-I,,,,24mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTI16SCA,"81,5mm",,,,,,,M6x1 X ,16mm,"M5x0,8 X 12mm",,,M6x1 X 16mm,,"M5x0,8 X 12mm",img/novaMiMF.png,img/mi16-25.png,"0,5mm",4mm,,,"Ø4,8 X 21mm",,,Ø6,img/csm10-16.png,HASTE-06-I,,,,28mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTI16SU,"81,5mm",,,,,,,M6x1 X ,16mm,"M5x0,8 X 12mm",,,M6x1 X 16mm,,"M5x0,8 X 12mm",img/novaMiMF.png,img/mi16-25.png,"0,5mm",4mm,,,"Ø4,8 X 21mm",,,Ø6,img/csm10-16.png,HASTE-06-I,,,,28mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTI20SCAG,"89,5mm",,,,,,,"M8x1,25 X ",20mm,"M5x0,8 X 10mm",,,"M8x1,25 X 20mm",,"M5x0,8 X 10mm",img/novaMiMF.png,img/mi16-25.png,1mm,4mm,,,"Ø6 X 19,50mm",,,Ø8,img/csm10-16.png,HASTE-08-I,,,,29mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTI20SUG,"89,5mm",,,,,,,"M8x1,25 X ",20mm,"M5x0,8 X 10mm",,,"M8x1,25 X 20mm",,"M5x0,8 X 10mm",img/novaMiMF.png,img/mi16-25.png,1mm,4mm,,,"Ø6 X 19,50mm",,,Ø8,img/csm10-16.png,HASTE-08-I,,,,29mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTI25SCAG,98mm,,,,,,,"M10x1,25 X ",22mm,M6x1 X 12mm,,,"M10x1,25 X 22mm",,M6x1 X 10mm,img/novaMiMF.png,img/mi16-25.png,1mm,5mm,,,"Ø7,9 X 22,50mm","Ø4,8 X 2mm",16mm,Ø10,img/csm10-16.png,HASTE-10-I,,,,"28,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTI25SUG,98mm,,,,,,,"M10x1,25 X ",22mm,M6x1 X 12mm,,,"M10x1,25 X 22mm",,M6x1 X 10mm,img/novaMiMF.png,img/mi16-25.png,1mm,5mm,,,"Ø7,9 X 22,50mm","Ø4,8 X 2mm",16mm,Ø10,img/csm10-16.png,HASTE-10-I,,,,"28,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAI32SNG,77mm,,,,,8mm,"11,5mm","M10x1,25 X ",22mm,"M8x1,25 X 16mm",,,,,,,img/sai2026-1.png,1mm,7mm,8mm,"11,5mm",,,,Ø12,,HASTE-12,,,,39mm,,M6x1 X 22mm,imgTubo/sai.png,1L2A0088Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mm,3mm,"1,5mm"
SAI40SNG,86mm,,,,,8mm,15mm,"M12x1,25 X ",24mm,"M10x1,5 X 20mm",,,,,,,img/sai2026-1.png,"1,5mm",7mm,8mm,15mm,,,,Ø16,,HASTE-16,,,,41mm,,M6x1 X 22mm,imgTubo/sai.png,1L2A0089Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,5mm",3mm,"1,5mm"
SAI50SNG,99mm,,,,,8mm,19mm,"M16x1,5 X ",32mm,"M12x1,75 X 24mm",,,,,,,img/sai2026-1.png,"1,5mm",7mm,8mm,19mm,,,,Ø20,,HASTE-20,,,,44mm,,"M8x1,25 X 24mm",imgTubo/sai.png,1L2A0087Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,5mm",3mm,"1,5mm"
SAI63SNG,101mm,,,,,8mm,19mm,"M16x1,5 X ",32mm,"M12x1,75 X 24mm",,,,,,,img/sai2026-1.png,"1,5mm",7mm,8mm,19mm,,,,Ø20,,HASTE-20,,,,55mm,,"M8x1,25 X 24mm",imgTubo/sai.png,1L2A0085Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,5mm",3mm,"1,5mm"
SAI80SNG,125mm,,,,,8mm,24mm,"M20x1,5 X ",40mm,"M14x2,00 X 28mm",,,,,,,img/sai2026-1.png,"1,5mm",7mm,8mm,24mm,,,,Ø25,,HASTE-25,,,,62mm,,"M10x1,5 X 26mm",imgTubo/sai.png,1L2A0090Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm,10mm,"3,0mm"
SAI100SNG,132mm,,,,,8mm,24mm,"M20x1,5 X ",40mm,"M14x2,00 X 28mm",,,,,,,img/sai2026-1.png,"1,5mm",7mm,8mm,24mm,,,,Ø25,,HASTE-25,,,,64mm,,"M10x1,5 X 26mm",imgTubo/sai.png,1L2A0091Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm,10mm,"3,0mm"
SAI125SNG,175mm,,,,,13mm,31mm,M27x2 ,54mm,"M14x2,00 X 28mm",,,,,,,img/sai2026-1.png,2mm,12mm,13mm,31mm,,,,Ø32,,HASTE-32,,,,68mm,,"M12x1,75 X 30mm",imgTubo/sai.png,1L2A0098Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29mm,10mm,"3,2mm"
SAI160SNG,"217,5mm",,,,,13mm,39mm,M36x2 X ,72mm,M16x2 X 45mm,,,,,,,img/haste-cpctsai1.png,2mm,12mm,13mm,39mm,,,,Ø40,,HASTE-40,,,,80mm,,,imgTubo/sai.png,1L2A0099Y,,,,,,Ø16,HASTE-16,108mm,M16x2 X 15mm,M16x2 X 12mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
SAI200SNG,232mm,,,,,13mm,39mm,M36x2 X ,72mm,M16x2 X 45mm,,,,,,,img/haste-cpctsai1.png,2mm,12mm,13mm,39mm,,,,Ø40,,HASTE-40,,,,80mm,,,imgTubo/sai.png,1L2A0100Y,,,,,,Ø16,HASTE-16,108mm,M16x2 X 15mm,M16x2 X 12mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP2M32,84mm,,114mm,,,,,"M10x1,25 X",22mm,M6x1 X 12mm,,M6X1 x 30mm,,,,,img/haste-cpctsai1.png,1mm,7mm,8mm,"11,5mm",,,,Ø12,imgHastePassante/cpmeMachoMacho.png,HASTE-12,,,,42mm,,M6x1 X 22mm,imgTubo/cpn-cpme.png,CPTUBO-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP2M40,93mm,,140mm,,,,,"M12x1,25 X",24mm,"M8x1,25 X 20mm",,"M8X1,25 X 47mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,15mm,,,,Ø16,imgHastePassante/cpmeMachoMacho.png,HASTE-16,,,,"45,5mm",,M6x1 X 22mm,imgTubo/cpn-cpme.png,CPTUBO-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP2M50,108mm,,163mm,,,,,"M16x1,5 X ",32mm,"M10x1,5 X25mm",,"M10x1,5 X 50mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,19mm,,,,Ø20,imgHastePassante/cpmeMachoMacho.png,HASTE-20,,,,"45,5mm",,"M8x1,25 X 22mm",imgTubo/cpn-cpme.png,CPTUBO-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP2M63,113mm,,163mm,,,,,"M16x1,5 X ",32mm,"M10x1,5 X25mm",,"M10x1,5 X 50mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,19mm,,,,Ø20,imgHastePassante/cpmeMachoMacho.png,HASTE-20,,,,"48,5mm",,"M8x1,25 X 22mm",imgTubo/cpn-cpme.png,CPTUBO-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP2M80,"140,5mm",,,,,,,"M20x1,5 X ",40mm,"M12X1,75 X 24mm",,"M10x1,5 X 50mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,24mm,,,,Ø25,imgHastePassante/cpmeMachoMacho.png,HASTE-25,,,,56mm,,"M10x1,5 X 26mm",imgTubo/cpn-cpme.png,CPTUBO-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP2M100,139mm,,199mm,,,,,"M20x1,5 X ",40mm,"M12x1,75 X 30mm",,"M12x1,75 X 60mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,24mm,,,,Ø25,imgHastePassante/cpmeMachoMacho.png,HASTE-25,,,,59mm,,"M10x1,5 X 26mm",imgTubo/cpn-cpme.png,CPTUBO-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP2M125,186mm,, 251mm,,,,,M27x2 X ,54mm,M14x2 X 30mm,,M14x2 X 65mm,,,,,img/haste-cpctsai1.png,2mm,12mm,13mm,31mm,,,,Ø32,imgHastePassante/cpmeMachoMacho.png,HASTE-32,,,,68mm,,"M10x1,25 X 24mm",imgTubo/cpn-cpme.png,CPTUBO-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT2M32,83mm,,,,,,,"M10x1,25 X",22mm,M6x1 X 12mm,,,,,,,img/haste-cpctsai1.png,1mm,7mm,8mm,"11,5mm",,,,Ø12,imgHastePassante/cpmeMachoMacho.png,HASTE-12,,,,42mm,,,imgTubo/mi-csm-ct.png,CTTUBO-32,,,,,,Ø6,HASTE-06,68mm,M6x1 X 12mm,M6x1 X 12mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CT2M40,93mm,,133mm,,,8mm,15mm,"M12x1,25 X ",24mm,"M8x1,25 X 24mm",,"M8x1,25 X 40mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,15mm,,,,Ø16,imgHastePassante/cpmeMachoMacho.png,HASTE-16,,,,"45,5mm",,,imgTubo/mi-csm-ct.png,CTTUBO-40,,,,,,Ø6,HASTE-06,77mm,M6x1 X 12mm,M6x1 X 12mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CT2M50,110mm,,155mm,,,8mm,19mm,"M16x1,5 X ",32mm,"M10x1,5 X 25mm",,"M10x1,5 X 45mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,19mm,,,,Ø20,imgHastePassante/cpmeMachoMacho.png,HASTE-20,,,,"45,5mm",,,imgTubo/mi-csm-ct.png,CTTUBO-50,,,,,,Ø8,HASTE-08,77mm,"M8x1,25 X 13mm","M8x1,25 X 13mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CT2M63,113mm,,163mm,,,,,"M16x1,5 X ",32mm,"M10x1,5 X 25mm",,"M10x1,5 X 50mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,19mm,,,,Ø20,imgHastePassante/cpmeMachoMacho.png,HASTE-20,,,,"48,5mm",,,imgTubo/mi-csm-ct.png,CTTUBO-63,,,,,,Ø8,HASTE-08,92mm,"M8x1,25 X 13mm","M8x1,25 X 13mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CT2M80,"140,5mm",,,,,,,"M20x1,5 X ",40mm,"M12x1,75 X 24mm",,,,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,24mm,,,,Ø25,imgHastePassante/cpmeMachoMacho.png,HASTE-25,,,,56mm,,,imgTubo/mi-csm-ct.png,CTTUBO-80,,,,,,Ø10,HASTE-10,98mm,"M10x1,5 X 10mm","M10x1,5 X 10mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CT2M100,139mm,,199mm,,,8mm,24mm,"M20x1,5 X ",40mm,"M12x1,75 X 30mm",,"M12x1,75 X 60mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,24mm,,,,Ø25,imgHastePassante/cpmeMachoMacho.png,HASTE-25,,,,59mm,,,imgTubo/mi-csm-ct.png,CTTUBO-100,,,,,,Ø10,HASTE-10,103mm,"M10x1,5 X 17mm","M10x1,5 X 17mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CT2M125,186mm,, 251mm,,,,,M27x2 X ,54mm,M14x2 X 30mm,,M14x2 X 65mm,,,,,img/haste-cpctsai1.png,2mm,12mm,13mm,31mm,,,,Ø32,imgHastePassante/cpmeMachoMacho.png,HASTE-32,,,,68mm,,,imgTubo/cpn-cpme.png,CPTUBO-125,,,,,,Ø12,HASTE-12,118mm,"M12x1,75 X 15mm","M12x1,75 X 15mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGC160SNG,"217,5mm",,,,,13mm,39mm,M36x2 X ,72mm,M16x2 X 45mm,,,,,,,img/sai2026-1.png,2mm,12mm,13mm,13mm,,,,Ø40,,HASTE-40,,,,80mm,,,imgTubo/mi-csm-ct.png,CTTUBO-160,,,,,,Ø16,HASTE-16,108mm,M16x2 X 15mm,M16x2 X 12mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,"36,5mm",10mm,"2,5mm"
SGC200SNG,232mm,,,,,13mm,39mm,M36x2 X ,72mm,M16x2 X 45mm,,,,,,,img/haste-cpctsai1.png,,12mm,13mm,13mm,,,,Ø40,,HASTE-40,,,,80mm,,,imgTubo/mi-csm-ct.png,CTTUBO-200,,,,,,Ø16,HASTE-16,108mm,M16x2 X 15mm,M16x2 X 12mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
SGC250SNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø20,HASTE-20,123mm,"M20x2,5 X 20mm","M20x2,5 X 24mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
